colonia,calle,No.Casa,C.P.,Ciudad,lat,lon,geo_status,direccion_consultada
DIVISION DEL NORTE,TERUEL,3693,44230,Guadalajara,20.7217932,-103.3379969,OK,"TERUEL 3693, DIVISION DEL NORTE, 44230, Guadalajara, México"
SANTA MARIA,SAN MATEO,1407,44350,Guadalajara,20.6879833,-103.3157372,OK,"SAN MATEO 1407, SANTA MARIA, 44350, Guadalajara, México"
JARDINES DE LA CRUZ,ISLA ASENCION,3108,44950,Guadalajara,20.6375951,-103.3810856,OK,"ISLA ASENCION 3108, JARDINES DE LA CRUZ, 44950, Guadalajara, México"
OBLATOS,BATALLA DE IZUC,2508,44700,Guadalajara,20.6958496,-103.2980962,OK,"BATALLA DE IZUC 2508, OBLATOS, 44700, Guadalajara, México"
LA FLORESTA DEL COLLI,BOULEVARD PUERT,26,45116,zapopan,20.7155297,-103.4193903,OK,"BOULEVARD PUERT 26, LA FLORESTA DEL COLLI, 45116, zapopan, México"
SAN VICENTE,PUERTO SOTO LA,2280,44330,Guadalajara,20.7021367,-103.3110864,OK,"PUERTO SOTO LA 2280, SAN VICENTE, 44330, Guadalajara, México"
FRACC CUSPIDE,VALLE DE TESIST,198,45200,zapopan,20.7957228,-103.4798676,OK,"VALLE DE TESIST 198, FRACC CUSPIDE, 45200, zapopan, México"
LA AURORA,JARDINES DE BAB,20,44790,Guadalajara,20.6615108,-103.2837726,OK,"JARDINES DE BAB 20, LA AURORA, 44790, Guadalajara, México"
FRACC LOS PINOS,AV  COMPOSITORE,3850,45120,zapopan,20.6788618,-103.4074211,OK,"AV  COMPOSITORE 3850, FRACC LOS PINOS, 45120, zapopan, México"
LA FLORESTA DEL COLLI,BOULEVARD PUERT,5430,45116,zapopan,20.7155297,-103.4193903,OK,"BOULEVARD PUERT 5430, LA FLORESTA DEL COLLI, 45116, zapopan, México"
INF LA TUZANIA,CAPULINES,40,45138,zapopan,20.7318725,-103.4131699,OK,"CAPULINES 40, INF LA TUZANIA, 45138, zapopan, México"
TABACHINES,PASEO DE LOS AV,3101,45188,zapopan,20.7408232,-103.3687889,OK,"PASEO DE LOS AV 3101, TABACHINES, 45188, zapopan, México"
FRACC JARDINES DE BELEN,TORONJA,41,45200,zapopan,20.8127107,-103.482546,OK,"TORONJA 41, FRACC JARDINES DE BELEN, 45200, zapopan, México"
PENAL,PEDRO CELESTINO,482,44730,Guadalajara,20.6676605,-103.3011651,OK,"PEDRO CELESTINO 482, PENAL, 44730, Guadalajara, México"
EL HUMEDO,RIO ACAPONETA,2,45200,zapopan,20.7940686,-103.4916041,OK,"RIO ACAPONETA 2, EL HUMEDO, 45200, zapopan, México"
SANTA ROSA,MELQUIADES CAMP,2289,44700,Guadalajara,,,ZERO_RESULTS,"MELQUIADES CAMP 2289, SANTA ROSA, 44700, Guadalajara, México"
PRADOS  GUADALUPE,G ROSSINI,428,45030,zapopan,20.6686559,-103.4349445,OK,"G ROSSINI 428, PRADOS  GUADALUPE, 45030, zapopan, México"
PASEOS DEL BRISE#O,PASEOS DE LOS I,1,45236,zapopan,20.6193793,-103.4352826,OK,"PASEOS DE LOS I 1, PASEOS DEL BRISE#O, 45236, zapopan, México"
VALLE DE LOS MOLINOS,BERNA,75,45200,zapopan,20.8557347,-103.4231866,OK,"BERNA 75, VALLE DE LOS MOLINOS, 45200, zapopan, México"
VILLAS SAN IGNACIO,PABLO QUIROGA,215,45180,zapopan,20.724594,-103.3668962,OK,"PABLO QUIROGA 215, VILLAS SAN IGNACIO, 45180, zapopan, México"
EL ZAPOTE,TEZOZOMOC,4357,45050,zapopan,20.6546308,-103.415381,OK,"TEZOZOMOC 4357, EL ZAPOTE, 45050, zapopan, México"
INF LA TUZANIA,AV DE LAS PALME,1246,45138,zapopan,20.7344508,-103.4162516,OK,"AV DE LAS PALME 1246, INF LA TUZANIA, 45138, zapopan, México"
LA AURORA,SALVADOR LOPEZ,1750,44790,Guadalajara,20.6615108,-103.2837726,OK,"SALVADOR LOPEZ 1750, LA AURORA, 44790, Guadalajara, México"
TRANSITO,AV CIRCUNVALANC,479,44298,Guadalajara,,,ZERO_RESULTS,"AV CIRCUNVALANC 479, TRANSITO, 44298, Guadalajara, México"
"FRACC, LOS MOLINOS",CTO OBSIDIANA,39,45200,zapopan,20.8476145,-103.4219418,OK,"CTO OBSIDIANA 39, FRACC, LOS MOLINOS, 45200, zapopan, México"
CONDOMINIO MALAGA,AV CENTRAL,1351,45117,zapopan,,,ZERO_RESULTS,"AV CENTRAL 1351, CONDOMINIO MALAGA, 45117, zapopan, México"
REAL QUINTAS DEL VALLE,CIRCUITO REAL S,0,45138,zapopan,20.7531188,-103.4361485,OK,"CIRCUITO REAL S 0, REAL QUINTAS DEL VALLE, 45138, zapopan, México"
EL BATAN,ANDADOR AGUA AZ,44,45190,zapopan,20.7221877,-103.3438725,OK,"ANDADOR AGUA AZ 44, EL BATAN, 45190, zapopan, México"
HDA SAN ISIDRO,EJIDO,570,45147,zapopan,20.7311616,-103.398173,OK,"EJIDO 570, HDA SAN ISIDRO, 45147, zapopan, México"
BOSQUES D LA CANTERA,PRIV OPALO,17,44306,Guadalajara,20.7155528,-103.3156425,OK,"PRIV OPALO 17, BOSQUES D LA CANTERA, 44306, Guadalajara, México"
SAN CARLOS,LOS ANGELES,171,44460,Guadalajara,20.6580261,-103.3420607,OK,"LOS ANGELES 171, SAN CARLOS, 44460, Guadalajara, México"
FRACC MIRADOR D SN I,AV INDUSTRIA TE,2030,45133,zapopan,20.7539705,-103.3896942,OK,"AV INDUSTRIA TE 2030, FRACC MIRADOR D SN I, 45133, zapopan, México"
VISTA HERMOSA,VISTA BONITA,739,45189,zapopan,20.7621201,-103.3342766,OK,"VISTA BONITA 739, VISTA HERMOSA, 45189, zapopan, México"
UNIDAD BELISARIO DOM,JOSE LUIS MORA,1212,44329,Guadalajara,20.6847872,-103.3218364,OK,"JOSE LUIS MORA 1212, UNIDAD BELISARIO DOM, 44329, Guadalajara, México"
HELIODORO HERNANDEZ,CELIA PACHECO,3713,44720,Guadalajara,20.6963895,-103.2787599,OK,"CELIA PACHECO 3713, HELIODORO HERNANDEZ, 44720, Guadalajara, México"
JARDINES DE LA CRUZ,ISLA MADAGASCAR,3111,44950,Guadalajara,20.6386379,-103.3861274,OK,"ISLA MADAGASCAR 3111, JARDINES DE LA CRUZ, 44950, Guadalajara, México"
VILLA FONTANA DIAMANTE,AV LAS TORRES,1896,45200,zapopan,20.7793015,-103.4709142,OK,"AV LAS TORRES 1896, VILLA FONTANA DIAMANTE, 45200, zapopan, México"
VALLARTA SAN JORGE,EUCLIDES,3302,44690,Guadalajara,20.6753011,-103.3981559,OK,"EUCLIDES 3302, VALLARTA SAN JORGE, 44690, Guadalajara, México"
LINDAVISTA,ALLENDE,216,45169,zapopan,20.7225403,-103.3986393,OK,"ALLENDE 216, LINDAVISTA, 45169, zapopan, México"
COUNTRY CLUB,AV JORGE ALVARE,1535,44610,Guadalajara,,,ZERO_RESULTS,"AV JORGE ALVARE 1535, COUNTRY CLUB, 44610, Guadalajara, México"
JARDINES DE STA ISAB,STA MARTHA,3165,44300,Guadalajara,,,ZERO_RESULTS,"STA MARTHA 3165, JARDINES DE STA ISAB, 44300, Guadalajara, México"
SAN ANDRES,GOMEZ FARIAS,2319,44810,Guadalajara,20.6606171,-103.3015475,OK,"GOMEZ FARIAS 2319, SAN ANDRES, 44810, Guadalajara, México"
