colonia,calle,No.Casa,C.P.,Ciudad,lat,lon,geo_status,direccion_consultada
SAN ANDRES,CALLE B,165,44810,Guadalajara,20.6513248,-103.2983414,OK,"CALLE B 165, SAN ANDRES, 44810, Guadalajara, México"
MIGUEL HIDALGO,15 DE SEPTIEMBR,3017,45186,zapopan,20.748824,-103.3408841,OK,"15 DE SEPTIEMBR 3017, MIGUEL HIDALGO, 45186, zapopan, México"
EL MIRADOR,EMILIANO ZAPATA,780,44370,Guadalajara,,,ZERO_RESULTS,"EMILIANO ZAPATA 780, EL MIRADOR, 44370, Guadalajara, México"
LA MOJONERA,DE BARAJAS,425,45134,zapopan,20.7883713,-103.4502935,OK,"DE BARAJAS 425, LA MOJONERA, 45134, zapopan, México"
MESA COLORADA PTE,DELLI,1825,45189,zapopan,20.7705003,-103.3479558,OK,"DELLI 1825, MESA COLORADA PTE, 45189, zapopan, México"
BATALLON SN PATRICIO,CALZADA INDEPEN,503,44300,Guadalajara,20.7164167,-103.3194369,OK,"CALZADA INDEPEN 503, BATALLON SN PATRICIO, 44300, Guadalajara, México"
JARDINES D NVO MEXIC,SEGUNDA NORTE,5699,45138,zapopan,20.7692654,-103.4473724,OK,"SEGUNDA NORTE 5699, JARDINES D NVO MEXIC, 45138, zapopan, México"
PARAISOS DEL COLLY,GALEANA,1068,45069,zapopan,20.6508689,-103.4549679,OK,"GALEANA 1068, PARAISOS DEL COLLY, 45069, zapopan, México"
CIUDAD GRANJA,CALZ DE LOS LA,164,45010,zapopan,20.6782083,-103.4482868,OK,"CALZ DE LOS LA 164, CIUDAD GRANJA, 45010, zapopan, México"
CONDOMINIO MALAGA,AV CENTRAL,1351,45117,zapopan,,,ZERO_RESULTS,"AV CENTRAL 1351, CONDOMINIO MALAGA, 45117, zapopan, México"
INDEPENDENCIA,ROGELIO BACON,2280,44290,Guadalajara,20.704908,-103.3332698,OK,"ROGELIO BACON 2280, INDEPENDENCIA, 44290, Guadalajara, México"
DIVISION DEL NORTE,BENEDICTO LOPEZ,399,44230,Guadalajara,20.7233681,-103.3372547,OK,"BENEDICTO LOPEZ 399, DIVISION DEL NORTE, 44230, Guadalajara, México"
SAN MARCOS,CANTERA,819,44330,Guadalajara,20.6966917,-103.3150026,OK,"CANTERA 819, SAN MARCOS, 44330, Guadalajara, México"
VALLARTA SAN JORGE,TUCIDIDES,156,44690,Guadalajara,20.6782031,-103.3959828,OK,"TUCIDIDES 156, VALLARTA SAN JORGE, 44690, Guadalajara, México"
LA MARTINICA,PASEO DE LOS AL,79,45185,zapopan,,,ZERO_RESULTS,"PASEO DE LOS AL 79, LA MARTINICA, 45185, zapopan, México"
FEDERALISMO,MONTE HIMALAYA,1416,44350,Guadalajara,20.6915679,-103.3171196,OK,"MONTE HIMALAYA 1416, FEDERALISMO, 44350, Guadalajara, México"
MORELOS,PELICANO,1272,44910,Guadalajara,20.6492816,-103.3565418,OK,"PELICANO 1272, MORELOS, 44910, Guadalajara, México"
EL ARENAL,CUAUHTEMOC,132,45350,zapopan,20.7727234,-103.6980862,OK,"CUAUHTEMOC 132, EL ARENAL, 45350, zapopan, México"
RINCONADA DE HUENTITAN,JOSE MARIA CANA,5128,44250,Guadalajara,20.7241389,-103.3199847,OK,"JOSE MARIA CANA 5128, RINCONADA DE HUENTITAN, 44250, Guadalajara, México"
COPALITA,AV AMARANTO,175,45200,zapopan,20.8101768,-103.4544621,OK,"AV AMARANTO 175, COPALITA, 45200, zapopan, México"
HUENTITAN EL BAJO,VOLCAN VIRGEN,182,44250,Guadalajara,20.7305287,-103.3169957,OK,"VOLCAN VIRGEN 182, HUENTITAN EL BAJO, 44250, Guadalajara, México"
GENERAL REAL,PENSADOR MEXICA,1070,44400,Guadalajara,20.665244,-103.3312763,OK,"PENSADOR MEXICA 1070, GENERAL REAL, 44400, Guadalajara, México"
REAL DE TESISTAN,PASEO DE LA ARB,176,45200,zapopan,20.7826297,-103.4722075,OK,"PASEO DE LA ARB 176, REAL DE TESISTAN, 45200, zapopan, México"
SAN VICENTE,MONTES MARCIANO,2173,44330,Guadalajara,20.7037749,-103.3160088,OK,"MONTES MARCIANO 2173, SAN VICENTE, 44330, Guadalajara, México"
COLINAS DE ATEMAJAC,AV AURELIO ORTE,1176,45170,zapopan,20.7208854,-103.3674014,OK,"AV AURELIO ORTE 1176, COLINAS DE ATEMAJAC, 45170, zapopan, México"
JARDINES DE STA ISAB,STA MARTHA,3165,44300,Guadalajara,,,ZERO_RESULTS,"STA MARTHA 3165, JARDINES DE STA ISAB, 44300, Guadalajara, México"
BENITO JUAREZ,JUAN MANUEL RUV,1992,45199,Guadalajara,20.7349255,-103.3399585,OK,"JUAN MANUEL RUV 1992, BENITO JUAREZ, 45199, Guadalajara, México"
SAN RAFAEL,CARLOS GONZALEZ,280,44810,Guadalajara,20.6570889,-103.2966814,OK,"CARLOS GONZALEZ 280, SAN RAFAEL, 44810, Guadalajara, México"
"FRACC, LOS MOLINOS",CTO OBSIDIANA,39,45200,zapopan,20.8476145,-103.4219418,OK,"CTO OBSIDIANA 39, FRACC, LOS MOLINOS, 45200, zapopan, México"
JARDINES DEL COUNTRY,ENRIQUE DIAZ DE,2336,44210,Guadalajara,,,ZERO_RESULTS,"ENRIQUE DIAZ DE 2336, JARDINES DEL COUNTRY, 44210, Guadalajara, México"
ARANDAS,HACIENDA LA ERR,1877,44720,Guadalajara,20.6886638,-103.2887465,OK,"HACIENDA LA ERR 1877, ARANDAS, 44720, Guadalajara, México"
U H ATLAS,RIO VOLGA,1386,44870,Guadalajara,20.6506175,-103.3306929,OK,"RIO VOLGA 1386, U H ATLAS, 44870, Guadalajara, México"
MARAVILLA,SANTA JULIA,1334,44700,Guadalajara,20.6971899,-103.3050758,OK,"SANTA JULIA 1334, MARAVILLA, 44700, Guadalajara, México"
RINCONADA DE HUENTITAN,JUAN CARRASCO,5234,44250,Guadalajara,20.7334817,-103.3218215,OK,"JUAN CARRASCO 5234, RINCONADA DE HUENTITAN, 44250, Guadalajara, México"
PROGRESO,FRANCISCO SARAB,235,44730,Guadalajara,20.6724783,-103.3074779,OK,"FRANCISCO SARAB 235, PROGRESO, 44730, Guadalajara, México"
LADRON DE GUEVARA,AVENIDA AMERICA,620,44600,Guadalajara,20.6875675,-103.3729412,OK,"AVENIDA AMERICA 620, LADRON DE GUEVARA, 44600, Guadalajara, México"
GARIBAY,DAMASCO,785,44750,Guadalajara,20.6736568,-103.295105,OK,"DAMASCO 785, GARIBAY, 44750, Guadalajara, México"
RESIDENCIAL TESISTAN,AV SAN MATEO,1115,45200,zapopan,20.7943588,-103.4682866,OK,"AV SAN MATEO 1115, RESIDENCIAL TESISTAN, 45200, zapopan, México"
VICENTE GUERRERO,C CEDROS,15,45134,zapopan,20.7626388,-103.4496737,OK,"C CEDROS 15, VICENTE GUERRERO, 45134, zapopan, México"
LA VENTA DEL ASTILLE,JILGEROS,33,45221,zapopan,20.7321971,-103.5392887,OK,"JILGEROS 33, LA VENTA DEL ASTILLE, 45221, zapopan, México"
HERMOSA PROVIN ZO TE,TELEFONISTAS,3331,44770,Guadalajara,20.6684351,-103.2856733,OK,"TELEFONISTAS 3331, HERMOSA PROVIN ZO TE, 44770, Guadalajara, México"
FRACC JARDINES DE BELEN,TORONJA,41,45200,zapopan,20.8127107,-103.482546,OK,"TORONJA 41, FRACC JARDINES DE BELEN, 45200, zapopan, México"
